"","X","HES3","LIN28A","L1TD1","S100A6","DPT","VASH2","MTRNR2L11","EPCAM","IL1R1","FAP","COL3A1","FN1","COL6A3","TWIST2","LRRN1","GALNT15","TRIM71","CLEC3B","TDGF1","MTRNR2L12","DPPA4","PTX3","RP11.641D5.1","SOX2","APOD","ADH1B","ZFP42","MTRNR2L2","SEMA6A","LOX","TGFBI","MATR3","SCGB3A2","SMIM3","GABRP","TUBB2B","POU5F1","LAMA4","RPL21P75","SERPINE1","CAV1","PTPRZ1","MTRNR2L6","CEBPD","SNAI2","CALB1","ESRP1","MAL2","HHLA1","WISP1","PTGS1","DKK1","SRGN","MTRNR2L8","SAA1","FABP5P7","CD248","MMP1","MMP3","NNMT","NANOG","EMP1","HOXC10","NTS","DCN","USP44","TMEM119","RGCC","ZIC2","ITGBL1","ABHD12B","OTX2","SNURF","THBS1","RBPMS2","CRABP1","UBE2Q2P6","ANPEP","CLDN6","ZSCAN10","NPIPA7","MT2A","MT1L","MT1E","CDH3","CDH1","CD68","MTRNR2L1","CFD","FUT3","SPINT2","RPL41P1","DNMT3B","CXADR","U2AF1","MIF","GGT5","LGALS1","POLR2F","SLC7A3"
"343","HPSI1014i-tuju_4",103.26,978.88,358.63,30.46,0,150.91,58.64,409.81,0.55,0,1.92,55.13,2.29,1.51,197.59,0.03,163.31,0,733.1,4671.76,661.99,0.76,377.33,296.12,0.12,0.13,133.37,223.3,171.08,1.05,8.72,769.67,5340.62,0.1,2650.05,435.13,847.39,2.04,1269.25,9.1,9.93,142.01,60.86,1.97,1.72,1578.17,135.68,122.47,1387.45,0.02,0.79,0.64,0.08,1160.14,0,162.92,2.93,0.02,0.32,0.36,41.8,0.55,0,45.45,1.59,166.67,0.64,0.18,169.12,0,1051.99,122.62,859.73,12.32,135.29,189.18,0.81,1.33,635.07,122.38,141.33,2.56,0,1.73,110.37,179.92,1.72,422.84,0.8,426.93,195.76,4023.09,508.46,137.92,229.81,520.09,0.24,50.31,103.94,117.16
"344","HPSI0514i-kuco_1",111.74,1005.31,341.38,25.24,0,87.56,55.19,382.24,0.43,0,4.11,186.19,1.87,1.41,150.88,0.06,151.63,0,620.55,5172.56,618.4,1.43,371.45,301.59,0.35,0.05,134.73,475.03,214.83,3.29,10.32,806.2,4428.8,0.09,1993.96,410.36,722.29,1.6,1342.88,7.56,13.33,133.81,99.14,1.31,1.47,1259.88,135.2,121.29,1183.54,0.08,1.26,4.15,0.15,1567.74,0.1,134.99,1.86,0,0.3,0.92,59.46,1.04,0.02,136.96,2.32,153.8,0.7,0.21,148.56,0.07,903.08,136.44,702.56,16.89,134.63,146.7,1596.01,1.65,516.08,108.54,131.4,5.78,0.14,5.15,97.83,165.18,1.81,407.02,1.26,343.37,181.53,4290.52,438.31,116.95,228.16,506.89,0.11,51.17,97.79,93.9
"345","HPSI0715i-meue_4",93.24,942.86,296.83,20.63,0,132.94,83.99,448.31,0.41,0,0.18,39.28,2.1,1.51,179.88,0.29,160.32,0.44,847.9,6954.09,656.1,0.91,349.78,289.97,0.16,0.12,124.02,428.46,159.96,1.9,9.41,780.03,2040.28,0,990.54,308.6,931.47,1.87,1499.18,3.95,7.58,157.07,148.71,2.3,0.57,699.06,150.1,122.21,594.62,0.03,1.3,0.16,0,1919.19,0.16,80.07,1.99,0.02,0.06,0.23,47.74,0.57,0,59.47,1.52,164.17,0.46,0.31,204.75,0.08,379.15,97.63,839.67,33.25,105.02,154.93,1682.79,1.68,485.84,113.33,131.85,2.64,0.17,2.94,113.56,216.22,1.29,569.37,0.68,183.14,192.48,4560.02,431.25,135.12,241.26,546.37,0.21,55.88,71.34,149.67
"346","HPSI0514i-fiaj_1",69.13,729.75,345.78,15.09,0,188.12,102.4,344.94,0.14,0.53,7.76,147.88,3.95,2.6,87.96,0.24,109.81,0.55,495.87,8015.33,781.1,0.38,577.77,164.26,0.19,0.13,117.26,398.42,198.79,2.38,9.84,663.11,5702.88,0,2294.82,472.13,1341.57,1.64,1315.48,1.76,11.32,140.07,170.06,1.4,1,1258.3,165.65,93.25,1829.57,0.06,0.44,0.26,0.06,1918.69,0.08,126.6,1.23,0.2,0.02,0.38,185.04,1.45,0,41.29,1.65,102.94,0.86,0.53,166.76,0.14,1135.29,12.75,535.5,6.27,134.36,323.79,854.76,1.22,556.82,114.7,103.38,27.62,2.15,22.66,101.21,150.8,1.75,679.58,0.62,422,196.23,4266.65,364.2,95.24,218.07,619.57,0.17,51.35,103.5,74.47
"347","HPSI1014i-kefb_1",133.73,820.61,369.24,33.29,0,121.37,40.34,314.23,0.79,0.39,2.67,51.12,1.49,0.41,132.63,0.09,148.31,0.1,519.06,4581.05,495.39,3.58,283.25,280.15,0.16,0.08,131.35,208.58,155.82,1.65,13.88,639.27,964.63,0,470.59,421.11,929.65,1.95,1500.3,6.51,2.69,109.89,91.22,1.61,1,337.34,104.19,109.36,286.29,0.03,1.95,3.73,0,1323.64,0.12,83.56,1.86,0.06,0.02,0.39,40.77,1.43,0,51.39,1.55,160.93,0.61,0.35,259.93,0.12,173.77,176.37,747.81,22.63,138.58,270.67,973.08,3.03,503.2,106.5,125.77,2.43,0.33,1.79,99.78,164.51,0.88,364.3,0.73,142.13,175.67,5190.81,421.42,116.8,264.22,669.18,0.21,65.69,97.99,83.96
"348","HPSI0314i-sojd_2",104.9,801.6,281.1,28.12,0,140.16,67.62,252.05,0.59,0.42,6.51,111.64,3.26,1.41,154.31,0.03,152.66,0.21,417.42,4137.18,599.31,1.38,528.87,250.38,0.12,0.09,104.51,308.2,143.14,2.5,25.84,621.97,1963.13,0,1114.33,318.32,994.02,2.47,1042.65,4.41,3.71,183.94,113.65,1.96,1.05,889.04,113.84,91.73,655.34,0.06,1.01,0.44,0,1217.8,0.23,88.05,2.26,0.11,0.46,1.71,34.66,2,0,49.45,2.49,113.97,1.1,0.67,257.91,0.6,523.74,87.84,885.68,17.97,119.77,201.22,1257.22,2.93,626.95,162.39,176.44,4.13,0,1.15,120.41,180.72,1.59,412.13,1.13,262.77,249.22,2266.37,404.66,81.32,250.68,744.08,0.28,59.05,98.86,129.17
"349","HPSI1113i-podx_2",22.18,472.28,119.76,27.89,0,74.27,99.36,374.1,0.1,0,0.16,31.33,0.71,4.55,46.94,0.06,62.74,0.43,419.59,3120.03,375.55,2.26,536.56,94.26,0,0.01,35.3,133.37,90.83,0.58,11.66,306.4,775.81,0,464,472.85,1631.37,1.34,870.81,24.13,8.12,69.41,115.39,4.81,1.89,777.62,83.68,69.26,949.6,0,0.35,0.32,0.07,923.54,0.11,76.77,0.83,0.02,0,0.22,45.35,1.83,0,27.73,0.35,48.85,0.23,0.67,110.79,0.05,696.87,20.43,1113.3,14.87,138.51,384.03,1928.07,1.48,531.09,103,89.77,4.35,0,1.52,76.72,71.06,2.39,463.17,1.7,61.87,347.6,3288.88,117.99,36.09,274.03,1312.36,0.11,110.58,156.66,163.32
"350","HPSI1113i-qorq_1",65.41,806.49,213.56,26.14,0,174.25,86.05,309.7,0.44,0.42,4.51,72.88,1.96,1.47,140.42,0.19,168.53,0.71,369.07,5045.45,551.67,1.5,465.07,205.29,0.57,0.08,104.11,223.22,175.23,2.29,10.16,656.25,1117.11,0,699.2,339.2,775.08,1.61,1329.05,7.21,6.37,149.65,78.03,1.65,0.91,643.64,103.66,89.72,421.82,0.1,1.09,0.99,0,1287.37,0.18,90.46,1.52,0.03,0.08,0.86,33.69,0.85,0,35.37,0.58,114.65,0.6,0.05,162.66,0.14,286.91,76.44,694.34,58.72,107.1,155.15,1456.39,1.57,394.2,120.8,154.59,3.43,0.32,4.7,90.91,136.04,1.18,491.05,0.4,130.14,192.19,4400.26,323.88,79.92,242.05,491.45,0.3,56.85,101.08,107.6
"351","HPSI1013i-hiaf_1",61.28,1061.73,273.55,23.44,0,166.84,149.49,304.12,0.61,0.47,20.84,132.29,10,1.35,154.41,0.17,182.59,0.25,476.82,8911.5,662.7,1.13,458.44,234.16,0.08,0.06,130.56,183.48,226.65,2.94,34.2,699.27,1705.77,0.3,881.23,339.52,847.64,2.7,1094.12,5.88,6.77,125.35,204.94,2.17,1.98,665.79,135.34,112.05,590.69,0.09,1.17,1.69,0.06,2410.97,0.06,115.12,2.34,0.61,0.12,1.24,56.85,5.37,0.31,61.62,4.66,163.56,0.49,0.19,180.89,1,395.49,93.11,784.81,25.61,138.69,158.3,771.36,2.19,466.42,119.82,131.58,4.35,0.1,2.93,105.55,161.18,1.63,1316.83,0.47,145.2,199.18,2723.2,438.3,117.92,201.58,555.73,0.19,75.86,93.87,160.99
"352","HPSI0215i-uiao_2",61.16,608.25,309.35,24.34,0,69.16,176.68,547.28,0.56,0,0.02,76.82,1.75,2.3,165.69,0.15,96.84,0.25,962.25,12210.9,559.93,1.29,330.96,150.13,0.11,0.12,85.51,714.14,269.07,1.11,10.81,483.16,4465.49,0.08,2164.9,262.19,813.06,2.46,672.1,9.01,9.73,205.36,268.09,2.74,0.28,1235.83,100.41,93.08,1235.56,0,0.55,0.3,0.04,3202.55,0.07,148.11,3.47,0,0.08,0.28,68.37,0.61,0,145.7,1.79,112.72,1.16,0.19,132.75,0.16,809.63,31.39,792.93,49.48,127.13,132.34,573,3.2,769.22,136.02,125.22,8.49,0.25,3.21,188.74,199.96,1.66,1137.2,1.06,347.62,315.79,3568.4,336.37,83.13,174.76,478,0.31,53.97,83.66,271.92
"353","HPSI0114i-joxm_1",107.38,658.85,259.09,30.2,0,104.61,28.84,334.97,0.66,0,0.19,31.31,1.72,1.84,203.69,0.02,127.47,0.41,730.34,3692.08,740.07,1.35,230.65,290.69,0.05,0.11,84.11,155.32,123.22,0.94,7.94,521.89,2666.56,0,1495.13,330.88,1200.13,3.16,822.62,2.49,4.82,161.08,89.51,2.17,0.39,1058.35,115.02,92.11,763.99,0,0.94,0.19,0.06,1096.49,0,42.71,1.63,0,0.5,0.16,72.41,0.47,0,138.12,1.12,122.05,0.34,0.32,199.54,0.1,735.68,60.95,839.83,11.33,107.65,262.39,692.87,2.01,528.04,172.96,180.54,1.1,0,0.39,134.53,148.94,2.03,344.31,1.23,278.78,269.37,1219.86,513.3,79.94,220.84,695.26,0.23,83.21,108.66,102.17
"354","HPSI0115i-aion_2",80.62,1004.56,221.8,46.83,0,152.23,92.87,466.94,0.48,0.96,32.69,206.27,13.33,2.32,142.87,0.28,164.13,0.34,844.64,6601.6,681.92,1.41,576.36,269.75,0.16,0.07,130.67,171.87,194.16,4.36,21.05,639.68,3585.28,0,1477.17,419.75,958.61,2.74,1593.4,13.33,12.13,85.39,143.39,3.34,2.32,1004.94,146.15,129.03,1015.58,0.13,0.88,1.51,0,1881.2,0.07,117.99,1.91,1.67,0.26,3.86,77.88,5.22,0,43.7,11.51,140.99,0.74,0.42,139.59,4.08,723.81,78.61,905.45,30.03,112.34,156.14,975.54,2.57,497.6,125.23,114.19,7.63,0.29,4.26,108.9,129.39,1.6,616.53,1.42,255.3,215.44,4507.55,489.78,94.07,231.55,532.58,0.18,98.4,84.76,163.28
"355","HPSI1114i-yair_2",67.81,836.16,258.51,22.35,0.02,87.11,65.77,293.28,0.86,0.08,12.3,117.41,1.44,1.1,170.24,0.14,136.48,0.16,739.71,4897.06,526.58,3.05,275.33,240.42,0.23,0.11,134.04,246.48,162.26,3.27,15.95,692.01,2801.46,0.08,1224.48,332.48,870.81,1.95,1111.49,5.64,6.68,84.76,116.18,1.49,3.05,782.57,112.6,124.64,714.58,0.11,1.13,4.19,0,1179.93,0,203.95,2.22,0.04,0.28,1.25,87.57,0.85,0.34,95.89,3.17,128.13,0.96,0.54,172.18,0.13,453.6,141.1,960.81,24.38,129.94,187.05,1271.29,3.33,498.02,98.04,107.14,1.94,0,1.07,84.21,128.92,1.02,424.7,0.63,169.31,157.47,3532.86,425.36,101.66,232.03,628.37,0.12,39.07,99.74,121.12
"356","HPSI1014i-vils_1",83.35,886.74,295.1,20.07,0,75.98,73.12,304.23,0.32,0.14,4.11,68.97,1.95,0.9,160.46,0.13,127.34,0.13,422.7,5798.53,392.47,3.42,327.22,326.48,0.52,0.05,114.61,298.34,124.87,1.99,15.67,745.96,2373.82,0.17,959.01,336.01,876.07,1.43,1409.44,2.97,8.06,129.73,131.98,1.03,1.85,551.12,127.29,86.05,666.09,0.01,0.85,7.9,0.04,1617.89,0.08,188.68,1.53,0.1,0,0.55,39.35,0.84,0.05,21.01,5.83,123.17,1.33,0.13,177,0.15,421.76,180.72,871.87,12.26,111.44,253.74,1552.29,1.3,520.54,103.48,156.52,2.3,0,0.36,74.86,128.84,1.27,482.24,0.91,187.91,168.49,4302.49,436.94,110.4,332.6,586.08,0.21,37.96,97.63,72.39
"357","HPSI0414i-seru_1",86.7,896.56,331.54,27.55,0.02,155.75,58.07,381.57,0.71,0,3.74,116.16,4.37,1.26,156.61,0.2,206.98,0.23,950.73,6641.1,709,1.49,314.33,256.32,0.24,0.17,143.73,286.92,198.29,4.02,22.64,759.94,5151.37,0.17,2417.95,409.88,1009.14,1.91,1590.98,9.28,10.57,136.88,135.96,1.6,0.68,1496.61,150.66,124.87,1335.71,0,1.37,0.14,0.07,1888.25,0.25,88.22,1.88,0.88,0.62,0.61,54.19,2.03,0,73.89,1.76,186.31,0.31,0.24,179.97,0.12,815.16,97.15,883.74,20.93,123.34,197.53,823.99,2.29,470.6,137.16,163.62,4.15,0.16,1.21,114.16,210.38,1.82,530.76,1.17,512.72,183.32,4227.67,512.55,118.05,234.72,456.5,0.4,80.68,70.65,100.71
"358","HPSI1113i-bima_1",51.41,724.46,360.45,31.68,0.02,131.79,32.67,283.63,0.37,0,0.95,82.37,0.94,0.11,172.21,0.09,125.47,0.39,858.6,2406.12,582.16,1.16,504.96,195.14,0.33,0.06,149.23,347.52,156.08,1.54,8.2,625.12,3521.02,0,1755.77,422.09,1249.46,1.25,934.2,13.08,20.87,97.01,43.39,1.53,1.15,1266.82,103.54,120.18,1035.94,0,0.72,0.8,0.15,735.99,0.12,209.21,2.43,0.08,0.04,0.14,76.16,0.65,0,37.04,0.61,128.4,0.51,0.26,109.47,0.11,843.95,76.22,1027.35,18.37,135.84,211.42,657.03,1.22,521.81,139.19,115.18,4.34,0,1.41,94.17,118.2,1.62,203.87,0.42,383.48,239.3,3467.95,595.59,76.98,230.7,735.8,0.09,29.35,131.84,166.72
"359","HPSI0714i-iudw_4",107.01,831.76,290.88,40.96,0,128.53,96.72,330.49,0.68,0.17,2.95,119.3,1.87,2.03,131.58,0.08,132.35,0.19,735.65,9278.19,612.89,1.44,335.99,285.21,0.35,0.12,120.22,409.28,193.05,5.06,12.12,603.44,4779.24,0.07,2391.08,361.43,853.92,1.65,1138.7,13.84,10.16,100.48,94.24,2.44,1.18,1286.03,121.72,110.2,1509.52,0.01,1.33,1.13,0.16,2742.69,0.06,98.89,2.03,0.05,0.12,1.56,35.37,0.99,0,80.91,1.74,125.89,0.95,0.22,161.71,0.09,899.62,101.82,943.9,13.13,118.05,172.18,1611.87,3.56,557.65,122.7,213.01,11.09,0.48,10.11,108.17,119.91,1.81,897.59,1.17,336.46,206.77,4255.73,413.61,88.58,237.47,473.57,0.14,90.66,94.44,118.63
"360","HPSI1013i-wuye_3",95.11,838.42,242.87,14.85,0,103.76,76.02,452.92,0.45,0.12,2.84,46.47,2.19,2.32,142.64,0.11,131.67,0.27,863,4215.59,747.63,0.97,384.61,179.31,0.05,0.05,106.47,211.56,164.22,0.93,11.96,486.83,3581.58,0,1941.73,387.28,1285.7,2.61,730.2,4.64,8.63,99.79,58.03,3.94,0.44,1540.18,123.04,104.64,1182.16,0.01,1.1,0.68,0,926.5,0.12,117.97,1.78,0.03,0.02,0.22,83.27,0.66,0,43.36,0.98,129.2,0.3,0.51,115.25,0.09,1032.47,36.68,1096.16,17.66,119.28,213.2,1552.11,1.66,586.44,147.64,91.41,7.83,0.2,5.47,113.86,135.69,1.82,422.33,1.42,362.25,331.05,3824.14,600.46,81.71,205.22,787.63,0.19,70.92,110.8,182.9
"361","HPSI0714i-iudw_1",120.84,855.75,329.25,27.97,0,111.83,94.9,350.87,0.72,0,1.11,71.64,1.42,1.31,128.99,0.06,143.17,0.47,622.31,9366,597.17,0.62,398.14,323.96,0.09,0.06,115.41,414.88,242.04,1.8,10.72,639.44,4129.06,0.07,2013.81,301.57,790.06,1.72,1110.11,6.22,6.69,122,91.38,2,0.56,967.42,79.11,100.71,1307.7,0,1.33,0.43,0.17,2671.86,0.19,81.81,1.78,0.05,0.5,0.68,38.26,0.58,0,60.46,2.03,123.87,1.07,0.37,217.89,0.09,714.37,134.7,977.83,12.71,122.84,171.83,1628.01,3.1,548.59,131.34,220.66,5.96,0.13,6.66,113.7,138.92,1.56,864.87,1.35,320.98,195.42,4461.64,420.39,89.95,250.41,472,0.27,82.41,80.73,90.93
"362","HPSI0115i-aion_3",84.6,757.57,347.34,5.02,0,252.37,93.61,393.83,0.64,0,3.41,310.69,1.2,4.34,75.68,0.23,140.13,0.17,813.65,7833.35,733.86,0.19,540.17,198.85,0.05,0.18,134.03,182.98,220.97,2.81,7.75,726.58,8644.24,0,2867.44,532.56,1621.66,2.35,1493.22,1.59,14.21,139.69,155.67,1.46,0.78,1514.89,145.03,102.62,2112.81,0.08,0.35,1.1,0,2055.76,0.13,163.07,1.03,0.08,0.04,0.23,247.79,0.36,0,124.53,1.38,84.5,0.09,0.98,166.62,0.08,1515.83,31.06,733.34,5.04,111.44,453.1,832.51,0.99,476.2,121.77,87.92,11.28,1.14,7.89,100.11,171.69,1.53,670.07,0.92,571.03,173.5,4574.55,347.27,96.95,245.24,636.4,0.24,45.62,79.96,63.72
"363","HPSI1114i-ziyn_6",29.39,727.42,265.1,39.99,0,107.24,51.84,271.32,0.43,0.15,1.06,80.05,2.59,2.46,125.98,0.09,122.05,0,950.7,3430.81,573.16,3.11,346.89,142.63,0.18,0.01,118.9,177.82,168.5,1.2,9.13,535.87,3816.68,0,2540.78,526.82,1310.22,2.8,818.32,24.84,30.51,83.87,70.75,2.03,0.83,1695.88,104.64,103.41,1328.25,0.01,0.84,0.32,0.11,792.98,0.12,195.29,2.42,0.02,0,0.18,76.06,0.63,0,50.95,0.39,121.84,0.43,0.44,129.9,0.05,853.56,26.15,947.08,15.33,147.51,276.68,1323.38,2.05,553.35,125.73,65.5,66.39,0.64,19.49,104.75,122.02,1.73,316.14,1.07,497.77,276.75,3205.39,419.87,87.75,235.67,693.95,0.13,119.51,134.23,171.68
"364","HPSI0914i-zerv_7",95.8,1177.06,401.47,32.93,0,133.28,31.97,353.63,0.44,0.31,10.63,134.4,3.17,0.94,197.64,0.11,172.17,0.15,658.46,3337.62,609.55,1.43,312.82,301.49,0.23,0.11,147.45,156.11,185.65,3.78,13.5,816.58,3940.22,0.15,1768.76,462.05,923.36,2.36,1516.59,5.48,11.66,130.82,62.33,1.01,1.61,1083.87,146.52,126.42,1061.99,0.06,1.61,0.93,0.08,903.35,0.08,103.38,2.09,0.07,0,0.87,38.98,1.29,0.01,54.18,2.13,157.03,1.12,0.07,156.21,0.24,612.96,145.6,926.39,11.91,103.14,185.89,1407.17,2.22,523.67,127.1,115.19,8.94,0.54,7.65,117.15,195.27,1.37,262.96,0.65,445.51,181.33,4884.27,525.15,120.87,243.84,416.98,0.3,54.47,89.5,117.99
"365","HPSI1014i-riun_1",116.75,840.14,332.53,9.17,0,216.65,74.97,405.97,0.2,0.11,0.38,96.95,1.04,2.71,93.22,0.23,201.52,0.43,897.12,5553.94,858.01,0.31,372.62,211.57,0.22,0.06,141.34,136.37,370.29,1.56,2.93,636.89,14807.36,0.08,4646.28,512.47,1396.01,1.22,1488.88,1.86,9.9,110.6,118.46,1.72,0.25,2162.65,174.14,106.23,3116.89,0.01,0.31,0.62,0,1533.35,0,165.66,0.9,0.04,0.28,0.11,260.77,1.26,0,72.38,1.06,109.68,0.5,0.38,188.46,0.21,2300.34,19.48,707.95,9.17,130.13,268.79,1654.32,0.78,567.31,139.46,82.52,50.99,2.81,79.86,111.35,204.45,1.8,486.79,1.03,1011.15,207.72,4513.48,424.85,120.61,231.67,602.35,0.15,49.1,77.94,88.45
"366","HPSI0314i-cuhk_1",62.35,660.16,241.44,21.05,0,111.41,139.42,273.48,0.65,0,1.56,31.33,2.49,1.08,142.12,0.26,135.05,0.11,635.44,8982.74,739.04,0.72,385.31,154.33,0.19,0.07,109.9,454.56,188.14,1.3,7.88,520.23,1148.95,0,718.87,378.43,1156.17,1.09,975.64,4.61,6.24,137.3,235.96,3.3,0.95,720.69,118.24,104.04,401.06,0,0.35,0.23,0.16,2495.95,0,58.66,1.04,0,0.04,0.24,89.65,0.94,0,131.95,1.1,136.75,0.35,0.1,190.1,0,323.17,35.63,869.89,39.14,106.98,187.07,1448.14,2.18,392.94,153.68,101.04,3.68,0,1.03,103.46,105.51,1.34,887.01,0.82,134.28,263.07,3025.49,261.87,74.74,236.48,660.88,0.41,77.44,91.53,153.07
"367","HPSI1014i-nosn_6",69.57,799.39,301.67,24.34,0,111.21,104.59,362.48,1.15,0.41,21.28,148.98,6.88,1.54,157.67,0.34,140.14,0.23,646.18,7925.07,569.92,3.51,442.09,262.65,0.1,0.06,112.98,417.9,176.98,6.25,42.66,732.14,3011.69,0,1423.26,333.65,783.23,3.58,1362.28,8.78,14.63,128.17,175.5,1.79,2.89,761.62,122.73,123.03,919.61,0.06,1.3,2.68,0.04,2132.1,0.07,115.49,2.18,0.38,0,0.61,38.77,4.03,0,172.97,2.32,158.03,0.98,0.43,150.82,0.33,543.55,77.79,797.69,14.5,108.05,160.21,737.62,2.12,441.3,111.9,128.23,8.41,0.68,3.7,95.08,124.37,1.34,634.74,0.5,304.8,172.71,4614.23,351.81,114.37,236.15,459.26,0.38,88.71,91.02,34.65
"368","HPSI0115i-sehp_2",74.5,905.8,239.15,34.69,0.04,111.08,50.43,301.31,0.71,0.18,6.06,71.55,1.97,1.3,158.7,0.22,149.14,0,477.38,3768.61,665.13,1.27,587.98,282.19,0,0.05,147.56,194.84,172.48,2.89,11.08,743.77,1935.16,0.08,899.34,271.98,885.91,1.86,1469.89,6.03,6.59,92.14,80.65,1.84,1.65,631.57,128.42,150.65,553.34,0.04,1.34,2.24,0.18,874.04,0.11,226.04,1.71,0,0.52,0.29,92.68,0.69,0.12,50.66,2.27,164.42,0.45,0.4,187.7,0.24,368.59,204.33,1018.3,30.01,122.79,196.02,929.38,3.29,452.48,92.15,99.4,3.27,0.12,2.5,82.11,129.94,1.48,321.91,0.53,189.49,164.26,4138.69,407.84,116.03,223.4,573.45,0.17,30.32,105.55,112.7
"369","HPSI0115i-pitg_2",89.29,935.4,262.74,24.22,0,66.03,37.77,221.22,0.55,0.18,5.29,64.62,1.63,1.34,178.65,0.37,126.83,0.09,341.37,3583.09,517.37,2.02,572.25,363.69,0.05,0.09,116.29,198.74,150.12,1.59,16.9,825.09,1496.86,0.09,668.85,290.75,678.68,3.69,1170.36,1.76,3.94,161.4,69.36,0.94,1.7,426.6,106.25,95.13,408.08,0.06,2.17,11.97,0.11,834.33,0.32,115.11,2.71,0,0,0.46,50.13,0.51,0.07,18.97,6.21,121.16,1.98,0.32,290.32,0.11,236.57,210.61,931.99,8.74,109.64,208.64,1324.64,4.63,490.83,102.3,153.95,2.11,0.26,1.06,60.44,143.16,1.17,296.17,0.97,208.21,155.97,4301.36,447.92,131.91,247.18,674.18,0.26,43.07,95.6,89.14
"370","HPSI0514i-letw_5",59.81,834.21,337.69,45.69,0,184.63,85.81,391.16,0.5,0.02,5.57,113.29,4.59,1.61,174.06,0.24,147.69,0.16,904.9,7527.69,641.24,1.49,298.1,258.76,0.31,0.16,112.58,352.47,145.26,3.84,16.19,776.28,4066.09,0.08,1735.62,401.57,836.49,2.78,1315.7,6.99,11.25,154.68,88.21,1.83,1.6,1012.41,150.95,133.78,1086.42,0.01,0.72,0.22,0.08,2053.88,0.08,96.18,2.22,0.64,0.02,1.06,43.33,2.18,0,88.27,2.34,171.14,1.24,0.22,159.93,0.59,616.04,64.88,823.49,15.14,112.08,188.92,700.63,2.78,449.44,122.11,149.72,2.32,0.33,0.74,103.83,152.68,1.47,655.43,0.72,331.88,189.42,3726.11,394.21,119.17,238.47,435.31,0.19,70.9,78.93,137.33
"371","HPSI0514i-qihv_1",96.12,1011.69,283.78,17.02,0,111.28,156.11,420.52,0.59,0.01,2.48,62.14,2.02,1.2,151.79,0.45,190.38,0.04,473.6,9772.33,720.54,1.98,636.23,266.56,0.32,0.19,122.63,199.08,227.96,2.3,13.16,741.18,2974.99,0,1452.93,306.86,612.49,2.47,1262.62,3.98,3.15,167.55,205.09,1.81,1.33,832.9,168.54,95.97,927.82,0.02,1.63,1.21,0,2495.62,0.06,97.89,1.75,0.05,0.22,0.24,53.64,1.33,0,18.97,2.76,161.4,0.69,0.24,231.83,0.13,548.34,143.65,677.8,30.78,122.99,149.33,1238.47,2.2,442.46,100,184.62,3.68,0.11,4.52,91.94,194.43,1.55,939.93,1.05,297.78,183.13,5165.03,337.92,115.81,208.24,470.91,0.25,66.91,75.28,94.65
"372","HPSI0614i-ciwj_1",69.07,753.49,279.13,9.31,0,93.49,182.9,393.83,0.69,0.65,13.96,153.64,4.29,1.4,105.61,0.17,115.6,0.05,360.96,13856.5,558.94,4.22,340.44,213.46,0.41,0.08,119.92,601.98,128.76,5.48,32.02,726.45,2045.21,0.08,1042.61,347.35,567.89,3.6,1102.38,7.69,6.69,151.34,183.77,1.96,2.15,688.7,115.6,109.78,652.73,0.13,1.45,1.08,0.17,3725.07,0.07,62.33,2.23,0.5,0.28,2.24,27.56,3.67,0.09,117.97,2.78,143.78,0.79,0.12,189.85,0.28,445.52,77.14,583.6,22.04,111.18,156.7,729.48,3.07,463.05,114.79,167.15,8.6,0.41,6.87,95.21,130.21,1.25,1455.01,1.18,187.03,176.39,3024.73,273.31,108.58,203.86,452.19,0.29,44.96,77.61,85.47
"373","HPSI0514i-letw_1",44.2,849.17,228.35,41.96,0,159.93,57.37,436.46,0.72,0,0.58,95.27,1.27,1.45,207.04,0.15,125.61,0.05,847.42,4603.08,638.64,1.9,499.06,242.44,0.06,0.08,47.5,227.98,152.91,4.71,11.77,831.81,1732.14,0.08,831.2,428.73,921.8,2.1,1367.51,12.2,20.33,146.25,56.98,1.68,1.45,731.04,139.15,135.97,537.29,0.12,0.66,0.83,0.08,1194.29,0.16,147.34,3.06,0.04,0.26,1.17,43.13,1.23,0,145.23,1.63,143.5,0.57,0.08,128.29,0.39,344.58,68.22,889.7,12.65,114.68,192.11,814.93,2.17,464.83,122.28,118.56,4.82,0.14,0.83,98.16,141.54,1.21,410.15,0.83,185.72,179.02,4267.28,377.42,121.39,247.64,499.84,0.1,84.36,93.23,128.06
"374","HPSI0614i-denw_6",21.64,745.07,387.59,33.7,0.02,118.33,93.15,380.96,0.43,0.08,12.79,115.82,3.98,0.83,77.07,0.1,164.82,0.19,360.12,7108.58,906.47,6.88,337.83,153.58,0.22,0.08,80.15,309.97,156.41,5.78,25.05,856.42,595.15,0,323.77,486.51,1159.05,2.28,1710.92,2.61,6.39,240.36,109.29,2.74,3.32,245.67,126.28,101.94,224.93,0.02,0.72,0.7,0.07,1944.94,0,116.94,1.85,0.1,0,0.67,31.84,3.11,0,146.99,2.12,166.22,0.97,0.17,203.25,0.23,111.34,23.43,669.79,5.56,113.05,215.44,926.58,1.09,356.76,116.29,102.24,1.55,0.29,0.21,88.98,124.03,1.26,629.58,0.16,111.62,171.71,4728.29,265.34,102.48,266.43,711.57,0.36,144.54,92.32,87.67
